cityName,country,lat,lng,temp,minTemp,maxTemp,seaLevel,grndLevel,humidity,cloudiness,winds,windDegrees,date
Fairhope,US,30.52,-87.9,45.36,41.0,48.92,,,93,40,6.93,340.0,2018-11-15
Sitka,US,37.17,-99.65,57.67,57.67,57.67,1030.95,956.95,40,0,10.65,307.503,2018-11-15
Danville,US,36.59,-79.4,37.27,35.6,39.02,,,94,90,8.75,355.503,2018-11-15
Coos Bay,US,43.37,-124.22,51.08,51.08,51.08,,,89,1,5.82,310.0,2018-11-15
Fairbanks,US,64.84,-147.72,-3.97,-5.08,-2.93,,,86,1,4.38,29.0025,2018-11-15
Lebanon,US,43.64,-72.25,24.06,17.96,26.96,,,49,1,2.93,135.003,2018-11-15
Baton Rouge,US,30.45,-91.15,48.92,48.92,48.92,,,45,1,6.93,,2018-11-15
Bethel,US,60.79,-161.76,12.92,12.92,12.92,,,91,1,13.87,20.0,2018-11-15
Panama City,US,30.16,-85.65,42.48,41.0,44.06,,,80,75,10.29,340.0,2018-11-15
Kenai,US,60.55,-151.26,18.93,17.96,19.94,,,96,1,5.82,40.0,2018-11-15
Charlestown,US,41.38,-71.64,31.62,28.94,35.06,,,55,90,5.82,30.0,2018-11-15
Watertown,US,44.9,-97.12,52.39,48.02,55.58,,,53,1,20.8,280.0,2018-11-15
Mastic Beach,US,40.77,-72.85,33.55,32.0,35.06,,,63,90,3.36,,2018-11-15
Solana Beach,US,32.99,-117.27,73.29,66.92,78.08,,,8,20,8.05,240.0,2018-11-15
Morro Bay,US,35.37,-120.85,61.77,48.92,69.98,,,16,1,3.94,55.5025,2018-11-15
Elizabethton,US,36.35,-82.21,39.85,32.9,46.4,,,75,75,6.93,70.0,2018-11-15
Pacific Grove,US,36.62,-121.92,56.84,53.6,60.08,,,38,1,3.71,86.5025,2018-11-15
North Myrtle Beach,US,33.83,-78.68,53.91,46.4,69.8,,,96,90,12.75,300.0,2018-11-15
Ketchikan,US,55.34,-131.65,43.32,42.08,44.96,,,85,20,11.41,310.0,2018-11-15
Baker City,US,44.77,-117.83,35.06,35.06,35.06,,,66,1,3.36,220.0,2018-11-15
Haysville,US,37.56,-97.35,49.35,48.02,51.08,,,52,1,9.17,230.0,2018-11-15
Bay City,US,43.59,-83.89,32.94,32.0,33.8,,,100,90,5.82,80.0,2018-11-15
Havelock,US,34.88,-76.9,69.76,64.94,73.94,,,87,90,11.41,180.0,2018-11-15
Cordele,US,31.96,-83.78,49.01,48.02,50.9,,,87,90,9.17,290.0,2018-11-15
Moorhead,US,46.87,-96.75,37.4,35.06,41.0,,,80,75,16.11,330.0,2018-11-15
Wasco,US,35.59,-119.34,59.05,57.92,60.08,,,26,1,3.15,227.503,2018-11-15
Columbus,US,32.46,-84.99,38.98,35.06,42.08,,,85,90,11.41,300.0,2018-11-15
College,US,64.86,-147.8,-3.97,-5.08,-2.93,,,86,1,4.38,29.0025,2018-11-15
Isla Vista,US,34.41,-119.86,70.07,62.6,78.08,,,40,1,8.05,150.0,2018-11-15
Port Lavaca,US,28.61,-96.63,58.55,55.94,60.44,,,39,1,3.36,120.0,2018-11-15
Eureka,US,40.8,-124.16,51.44,51.08,51.8,,,73,1,3.36,240.0,2018-11-15
Elizabeth City,US,36.3,-76.22,57.99,53.96,61.16,,,89,90,16.11,80.0,2018-11-15
Ukiah,US,39.15,-123.21,48.92,48.92,48.92,,,40,1,4.16,65.0025,2018-11-15
Galveston,US,40.58,-86.19,32.63,31.1,33.8,,,94,90,4.61,101.003,2018-11-15
Norfolk,US,36.85,-76.29,54.84,50.0,60.98,,,93,90,17.22,80.0,2018-11-15
Cedar City,US,37.68,-113.06,44.96,44.96,44.96,,,36,1,3.15,76.5025,2018-11-15
Edgewater,US,28.99,-80.9,70.02,64.4,75.2,,,77,75,11.41,330.0,2018-11-15
Durango,US,37.28,-107.88,41.68,39.92,44.06,,,38,1,3.36,280.0,2018-11-15
Valley City,US,46.92,-98.0,33.24,32.0,33.98,,,100,90,17.22,330.0,2018-11-15
Reading,US,40.34,-75.93,27.84,26.06,30.2,,,100,90,8.05,50.0,2018-11-15
Clovis,US,36.83,-119.7,54.1,53.06,55.94,,,37,40,4.61,141.003,2018-11-15
Fayetteville,US,36.06,-94.16,45.59,44.06,46.94,,,38,1,11.41,200.0,2018-11-15
Pascagoula,US,30.37,-88.56,48.06,46.04,48.92,,,47,1,13.87,340.0,2018-11-15
Dubuque,US,42.5,-90.66,38.16,37.04,39.2,,,52,1,8.05,200.0,2018-11-15
Grove City,US,39.88,-83.09,33.91,32.0,35.96,,,96,90,4.7,120.0,2018-11-15
Fallon,US,46.84,-105.12,44.06,44.06,44.06,,,65,75,13.87,300.0,2018-11-15
Ahuimanu,US,21.44,-157.84,71.94,68.54,73.94,,,84,75,5.82,360.0,2018-11-15
Nantucket,US,41.28,-70.1,36.36,33.8,37.94,,,50,40,9.17,70.0,2018-11-15
Lexington Park,US,38.26,-76.45,39.85,35.6,44.06,,,92,90,16.11,40.0,2018-11-15
Superior,US,39.95,-105.17,53.13,26.6,60.26,,,24,1,4.7,130.0,2018-11-15
Brownsville,US,25.91,-97.49,65.61,64.4,66.02,,,37,1,5.82,,2018-11-15
Bend,US,44.06,-121.32,46.69,46.4,46.94,,,61,1,3.38,180.003,2018-11-15
Show Low,US,34.25,-110.03,42.91,42.8,42.98,,,28,1,5.82,10.0,2018-11-15
Ashland,US,38.48,-82.64,39.92,39.92,39.92,,,92,90,8.05,110.0,2018-11-15
Vincennes,US,38.68,-87.53,31.77,30.92,33.08,,,88,90,11.41,230.0,2018-11-15
Hermitage,US,41.23,-80.45,31.53,30.02,32.0,,,79,90,11.41,120.0,2018-11-15
Piney Green,US,35.09,-78.48,52.9,44.06,62.6,,,100,90,6.93,300.0,2018-11-15
Kailua,US,21.39,-157.74,71.92,68.54,73.94,,,84,75,5.82,360.0,2018-11-15
Wasilla,US,61.58,-149.44,18.27,14.0,24.08,,,91,1,4.72,75.0025,2018-11-15
Rutland,US,43.61,-72.97,24.76,24.08,26.96,,,60,1,3.04,156.003,2018-11-15
Garden City,US,40.73,-73.63,33.58,30.02,35.96,,,60,90,10.29,50.0,2018-11-15
Gillette,US,44.29,-105.5,48.02,48.02,48.02,,,43,1,21.92,340.0,2018-11-15
Jasper,US,33.83,-87.28,31.87,30.02,33.8,,,74,8,9.17,280.0,2018-11-15
Robstown,US,27.79,-97.67,61.92,57.92,64.94,,,36,1,6.93,200.0,2018-11-15
Fredericksburg,US,38.3,-77.46,35.06,32.0,41.0,,,100,90,10.29,30.0,2018-11-15
Golden Gate,US,38.36,-88.2,31.51,30.02,33.08,,,86,90,3.36,270.0,2018-11-15
Lufkin,US,31.34,-94.73,52.9,51.98,53.6,,,40,1,6.93,230.0,2018-11-15
Cookeville,US,36.16,-85.5,31.93,30.02,33.8,,,80,90,9.17,250.0,2018-11-15
Shreveport,US,32.52,-93.77,49.64,48.92,50.0,,,37,1,6.93,270.0,2018-11-15
Homer,US,59.64,-151.54,28.42,26.96,30.02,,,92,1,4.7,280.0,2018-11-15
Stephenville,US,32.22,-98.2,63.81,62.06,65.3,,,27,1,9.17,250.0,2018-11-15
Grand Forks,US,47.91,-97.06,29.88,28.4,30.56,,,81,90,21.92,350.0,2018-11-15
Cortez,US,37.35,-108.58,44.06,44.06,44.06,,,31,1,3.36,280.0,2018-11-15
Chalmette,US,29.94,-89.96,47.73,46.04,51.44,,,57,1,9.17,330.0,2018-11-15
Hayden,US,47.77,-116.79,34.48,32.0,37.94,,,96,90,2.93,98.5025,2018-11-15
Virginia Beach,US,36.85,-75.98,54.88,50.0,60.98,,,100,90,19.46,80.0,2018-11-15
Odessa,US,31.85,-102.37,61.29,60.08,62.06,,,32,12,5.82,210.0,2018-11-15
Kingsville,US,39.45,-76.42,31.69,28.04,33.8,,,88,92,10.76,65.5025,2018-11-15
Lewistown,US,40.39,-90.15,30.34,29.3,31.64,,,81,90,4.94,293.503,2018-11-15
Kingsland,US,30.8,-81.69,55.72,51.8,59.0,,,78,90,17.22,290.0,2018-11-15
Bemidji,US,47.48,-94.89,33.6,30.2,35.6,,,77,40,6.93,290.0,2018-11-15
Eastlake,US,32.66,-116.98,72.79,66.92,77.0,,,10,1,4.05,20.0025,2018-11-15
Porterville,US,36.07,-119.02,55.53,53.06,60.08,,,31,12,0.36,18.5025,2018-11-15
Fairburn,US,33.57,-84.58,41.4,35.6,46.94,,,85,90,5.61,298.503,2018-11-15
Nuevo Progreso,US,26.05,-97.95,65.16,64.22,66.02,,,19,1,4.38,244.003,2018-11-15
Twentynine Palms,US,34.14,-116.05,68.36,60.08,73.04,,,16,1,3.83,308.503,2018-11-15
Marquette,US,46.54,-87.4,34.11,32.0,35.96,,,87,5,24.16,200.0,2018-11-15
Graham,US,36.07,-79.4,38.19,35.96,42.08,,,88,90,9.17,340.0,2018-11-15
Quincy,US,30.59,-84.58,46.71,44.6,48.92,,,87,90,12.75,300.0,2018-11-15
Green Valley,US,40.41,-89.64,31.37,30.02,33.08,,,81,90,5.82,320.0,2018-11-15
Newberry,US,46.35,-85.51,34.32,33.62,34.88,,,67,40,14.99,160.0,2018-11-15
Carbondale,US,38.82,-95.69,44.71,42.08,46.94,,,40,1,10.29,190.0,2018-11-15
Kingman,US,35.19,-114.05,65.17,60.08,68.0,,,17,1,8.05,340.0,2018-11-15
Rapid Valley,US,44.06,-103.15,49.96,46.04,53.06,,,34,1,24.16,330.0,2018-11-15
Dodge City,US,37.75,-100.02,61.45,60.98,62.06,,,30,1,12.75,310.0,2018-11-15
Alpena,US,45.06,-83.43,34.65,33.26,35.6,,,69,40,14.99,160.0,2018-11-15
Brainerd,US,46.36,-94.2,36.75,35.6,39.02,,,69,40,3.36,210.0,2018-11-15
Hilton Head Island,US,32.16,-80.75,49.23,48.2,50.72,,,81,90,13.87,310.0,2018-11-15
New Philadelphia,US,40.49,-81.45,33.53,32.0,35.06,,,88,90,4.7,140.0,2018-11-15
Michigan City,US,41.71,-86.9,32.14,30.02,33.8,,,77,90,4.7,90.0,2018-11-15
Maumee,US,41.56,-83.65,33.57,30.92,35.06,,,88,90,4.7,120.0,2018-11-15
Minden,US,38.95,-119.77,40.53,35.6,46.04,,,21,1,2.59,90.5025,2018-11-15
Parsons,US,37.34,-95.26,46.63,44.06,48.02,,,51,1,10.29,210.0,2018-11-15
Grand Island,US,40.92,-98.34,56.53,51.8,60.08,,,42,1,6.93,330.0,2018-11-15
Aberdeen,US,45.47,-98.49,48.92,48.92,48.92,,,56,75,27.51,300.0,2018-11-15
North Bend,US,43.41,-124.22,51.08,51.08,51.08,,,89,1,5.82,310.0,2018-11-15
Billings,US,45.79,-108.5,53.06,53.06,53.06,,,39,40,13.87,330.0,2018-11-15
Laurens,US,34.5,-82.02,41.86,41.0,44.06,,,86,90,6.93,20.0,2018-11-15
Rockland,US,42.13,-70.92,31.93,28.04,35.96,,,46,56,4.7,40.0,2018-11-15
Laurinburg,US,34.77,-79.46,43.99,41.0,48.02,,,100,90,14.99,300.0,2018-11-15
Payson,US,40.04,-111.73,37.94,37.94,37.94,,,59,1,5.82,240.0,2018-11-15
West Wendover,US,40.74,-114.07,35.06,35.06,35.06,,,43,1,3.36,90.0,2018-11-15
Truth or Consequences,US,33.13,-107.25,51.08,51.08,51.08,,,22,1,5.82,70.0,2018-11-15
Plattsburgh,US,44.69,-73.46,21.58,17.06,24.98,,,59,1,6.93,,2018-11-15
Eloy,US,32.76,-111.56,64.27,62.6,66.02,,,15,1,16.11,70.0,2018-11-15
Hibbing,US,47.43,-92.94,33.87,32.0,35.6,,,68,1,4.7,190.0,2018-11-15
Fairfield,US,38.25,-122.04,50.29,44.96,55.94,,,41,1,6.93,50.0,2018-11-15
Mount Pleasant,US,33.16,-94.97,54.1,52.88,56.12,,,35,1,4.7,190.0,2018-11-15
Jefferson City,US,38.58,-92.17,37.9,35.96,39.92,,,46,1,4.7,240.0,2018-11-15
Hays,US,38.88,-99.33,58.37,55.04,60.98,,,38,1,10.29,300.0,2018-11-15
Davidson,US,35.5,-80.85,38.3,36.68,39.92,,,97,90,8.05,20.0,2018-11-15
West Odessa,US,31.84,-102.48,60.67,59.0,62.06,,,32,12,5.82,210.0,2018-11-15
Creston,US,41.06,-94.36,41.88,41.0,42.8,,,45,1,16.11,200.0,2018-11-15
Tahlequah,US,35.92,-94.97,50.29,46.04,51.98,,,37,1,6.93,170.0,2018-11-15
Edgemere,US,39.24,-76.45,32.74,30.2,35.6,,,88,100,22.84,59.0025,2018-11-15
Camden,US,39.94,-75.12,29.79,26.06,35.6,,,92,90,14.99,40.0,2018-11-15
Point Pleasant,US,40.08,-74.07,34.27,30.02,37.94,,,93,90,8.05,70.0,2018-11-15
Mitchell,US,43.71,-98.03,57.02,57.02,57.02,,,38,1,24.16,290.0,2018-11-15
Lexington-Fayette,US,38.05,-84.46,36.54,35.6,37.04,,,85,90,11.41,260.0,2018-11-15
Torrington,US,42.06,-104.18,56.19,53.96,57.92,,,29,1,11.41,310.0,2018-11-15
Rawlins,US,41.79,-107.24,43.81,42.8,44.96,,,28,1,21.92,240.0,2018-11-15
Jackson,US,35.61,-88.82,32.74,30.2,35.6,,,85,90,11.41,260.0,2018-11-15
Weiser,US,44.25,-116.97,35.96,35.96,35.96,,,54,1,2.04,72.5025,2018-11-15
Lake Havasu City,US,34.47,-114.34,63.23,59.0,66.92,,,21,1,4.7,250.0,2018-11-15
LaBelle,US,26.76,-81.44,77.02,75.92,78.08,,,64,40,9.17,310.0,2018-11-15
Jacksonville,US,30.33,-81.66,56.91,55.22,59.0,,,83,90,10.29,310.0,2018-11-15
Salina,US,36.29,-95.15,49.59,46.04,51.98,,,39,1,9.17,180.0,2018-11-15
Alamosa,US,37.47,-105.87,37.94,37.94,37.94,,,46,1,2.93,174.003,2018-11-15
Goshen,US,41.58,-85.83,31.86,30.02,33.8,,,85,90,5.82,150.0,2018-11-15
Canon City,US,39.46,-117.13,45.02,45.02,45.02,1039.42,818.74,22,32,3.6,166.503,2018-11-15
East Peoria,US,40.67,-89.58,31.57,30.74,33.08,,,81,90,5.82,320.0,2018-11-15
Key Largo,US,25.09,-80.45,83.35,82.94,83.84,,,71,90,4.7,230.0,2018-11-15
Lubbock,US,33.58,-101.86,56.25,55.4,57.02,,,37,1,11.41,250.0,2018-11-15
Wilmington,US,39.75,-75.55,29.59,26.06,33.08,,,92,90,14.99,40.0,2018-11-15
Enid,US,36.4,-97.88,56.93,55.4,58.28,,,44,1,10.29,220.0,2018-11-15
Sartell,US,45.62,-94.21,38.79,35.96,40.82,,,69,1,5.82,180.0,2018-11-15
Great Falls,US,47.5,-111.29,50.47,49.82,51.08,,,42,1,11.41,260.0,2018-11-15
Lamar,US,38.09,-102.62,53.96,53.96,53.96,,,39,1,9.17,270.0,2018-11-15
Dillon,US,45.22,-112.64,44.06,44.06,44.06,,,42,1,16.11,210.0,2018-11-15
Kilgore,US,32.39,-94.88,51.1,50.0,52.16,,,36,1,6.96,223.003,2018-11-15
Satellite Beach,US,28.18,-80.59,74.75,72.86,75.92,,,76,20,9.17,290.0,2018-11-15
Dickinson,US,46.88,-102.79,39.92,39.92,39.92,,,67,90,17.22,300.0,2018-11-15
Ontario,US,34.07,-117.65,71.44,68.0,75.2,,,16,20,3.36,280.0,2018-11-15
Bismarck,US,46.81,-100.78,36.34,35.6,37.04,,,100,75,17.22,320.0,2018-11-15
Anaconda,US,46.13,-112.94,39.02,39.02,39.02,,,59,1,4.7,350.0,2018-11-15
Riverton,US,43.02,-108.38,41.9,37.4,46.94,,,31,1,10.29,240.0,2018-11-15
Woodward,US,36.43,-99.39,59.0,59.0,59.0,,,33,1,11.41,260.0,2018-11-15
Elko,US,40.83,-115.76,30.92,30.92,30.92,,,39,1,3.94,185.003,2018-11-15
Brenham,US,30.17,-96.4,56.91,53.96,59.0,,,31,1,10.29,220.0,2018-11-15
Marshfield,US,42.09,-70.71,32.45,28.04,37.04,,,100,1,3.36,,2018-11-15
Clinton,US,41.84,-90.19,34.5,33.8,35.96,,,66,1,4.7,240.0,2018-11-15
Devils Lake,US,48.11,-98.87,29.35,28.4,30.2,,,92,90,18.34,340.0,2018-11-15
Seminole,US,32.72,-102.64,61.72,60.8,63.14,,,21,1,9.17,230.0,2018-11-15
Yakima,US,46.6,-120.51,43.63,37.04,48.92,,,78,1,4.5,305.503,2018-11-15
Spencer,US,43.14,-95.14,44.37,41.0,46.4,,,49,1,11.41,260.0,2018-11-15
Onalaska,US,43.88,-91.23,39.34,37.94,41.0,,,40,1,14.99,170.0,2018-11-15
Pulaski,US,37.05,-80.78,34.02,32.0,38.66,,,100,90,3.94,101.003,2018-11-15
Grand Junction,US,39.06,-108.55,43.38,42.08,44.96,,,36,1,3.04,104.003,2018-11-15
Logansport,US,40.75,-86.36,32.77,32.0,33.8,,,94,90,3.36,100.0,2018-11-15
Cape Canaveral,US,28.41,-80.6,74.7,72.86,75.92,,,69,40,10.29,300.0,2018-11-15
Juneau,US,58.3,-134.42,41.61,41.0,42.08,,,100,90,3.15,48.0025,2018-11-15
Saint Peter,US,44.32,-93.96,40.14,37.4,44.6,,,60,1,20.8,200.0,2018-11-15
Canton,US,40.8,-81.38,33.19,31.82,35.06,,,93,90,6.93,110.0,2018-11-15
Duncan,US,34.5,-97.96,57.87,55.94,60.62,,,39,1,10.29,210.0,2018-11-15
Aztec,US,36.82,-107.99,40.48,39.92,41.0,,,37,1,4.38,166.003,2018-11-15
Jerome,US,34.75,-112.11,52.9,48.02,59.0,,,22,1,5.82,160.0,2018-11-15
Chico,US,39.73,-121.84,45.52,41.0,50.0,,,48,5,3.36,300.0,2018-11-15
Putnam,US,41.92,-71.91,30.15,28.04,32.0,,,44,1,4.7,20.0,2018-11-15
Matamoros,US,25.87,-97.51,65.34,64.4,66.02,,,37,1,5.82,,2018-11-15
Swanzey,US,42.87,-72.28,27.81,26.96,28.94,,,48,1,4.7,230.0,2018-11-15
Crowley,US,30.21,-92.37,50.2,48.56,51.08,,,49,1,5.82,350.0,2018-11-15
Lively,US,33.6,-99.18,56.77,56.77,56.77,1035.09,991.4,55,0,9.86,236.503,2018-11-15
Hailey,US,43.52,-114.32,39.2,39.2,39.2,,,55,20,4.7,120.0,2018-11-15
Duluth,US,46.77,-92.13,36.34,33.8,39.2,,,55,40,12.75,230.0,2018-11-15
Gaffney,US,35.07,-81.65,40.06,37.76,42.98,,,95,90,9.17,30.0,2018-11-15
West Fargo,US,46.88,-96.9,35.33,35.06,35.6,,,88,90,12.75,330.0,2018-11-15
Pooler,US,32.12,-81.25,48.42,45.5,50.72,,,79,90,13.87,290.0,2018-11-15
Minot,US,48.23,-101.3,36.18,35.6,37.04,,,88,90,13.87,300.0,2018-11-15
Hoquiam,US,46.98,-123.89,51.13,50.0,51.98,,,96,90,3.36,100.0,2018-11-15
Santa Paula,US,34.35,-119.06,76.01,69.98,80.96,,,7,1,11.41,100.0,2018-11-15
Bowling Green,US,36.99,-86.44,32.34,32.0,33.08,,,81,90,10.29,230.0,2018-11-15
Painesville,US,41.72,-81.25,32.97,31.82,35.06,,,89,90,6.93,160.0,2018-11-15
Ithaca,US,42.44,-76.5,28.31,24.98,30.92,,,68,1,11.41,150.0,2018-11-15
North Platte,US,41.12,-100.77,60.08,60.08,60.08,,,25,1,19.46,10.0,2018-11-15
Austin,US,30.27,-97.74,59.86,57.2,62.6,,,35,1,6.93,200.0,2018-11-15
Atchison,US,39.56,-95.12,44.42,42.98,46.04,,,44,1,13.87,200.0,2018-11-15
Port Hueneme,US,34.15,-119.2,76.87,69.98,80.96,,,8,40,11.41,100.0,2018-11-15
Goodyear,US,33.44,-112.36,65.5,62.6,69.08,,,21,1,4.61,38.5025,2018-11-15
Miles City,US,46.41,-105.84,48.92,48.92,48.92,,,42,1,14.99,300.0,2018-11-15
Emmett,US,43.87,-116.5,39.51,35.96,42.08,,,48,1,3.36,,2018-11-15
Scottsboro,US,34.67,-86.03,32.47,31.82,33.8,,,86,90,10.29,260.0,2018-11-15
Grass Valley,US,39.22,-121.06,50.52,44.06,60.8,,,19,1,2.93,15.5025,2018-11-15
North Vernon,US,39.01,-85.62,33.89,33.8,33.98,,,88,90,5.82,190.0,2018-11-15
Del Rio,US,29.36,-100.9,56.14,55.04,57.2,,,43,1,3.36,150.0,2018-11-15
Winnemucca,US,40.97,-117.74,44.06,44.06,44.06,,,21,1,9.17,30.0,2018-11-15
Butte,US,46.01,-112.54,39.02,39.02,39.02,,,59,1,4.7,350.0,2018-11-15
Tucumcari,US,35.17,-103.73,53.06,53.06,53.06,,,48,1,3.36,280.0,2018-11-15
Bastrop,US,32.78,-91.91,46.18,45.86,46.58,,,50,1,8.05,250.0,2018-11-15
Lemoore,US,36.3,-119.78,53.65,53.06,53.96,,,41,75,6.93,,2018-11-15
Cheney,US,47.49,-117.58,35.42,33.98,37.94,,,100,90,5.61,130.003,2018-11-15
Scranton,US,41.41,-75.66,26.26,23.0,30.02,,,58,90,5.82,120.0,2018-11-15
Harrisonville,US,38.65,-94.35,41.92,39.2,46.04,,,51,1,9.17,180.0,2018-11-15
Moses Lake,US,47.13,-119.28,36.48,35.96,37.04,,,72,1,5.39,4.00253,2018-11-15
Lewiston,US,46.42,-117.02,47.53,46.94,48.02,,,65,1,3.36,350.0,2018-11-15
Hurricane,US,37.18,-113.29,45.84,44.96,46.94,,,29,1,2.37,27.5025,2018-11-15
Kirksville,US,40.19,-92.58,38.26,37.04,39.2,,,51,1,6.93,210.0,2018-11-15
Rupert,US,42.62,-113.68,42.78,42.08,44.06,,,42,1,3.36,20.0,2018-11-15
Ada,US,47.3,-96.52,32.7,30.2,35.6,,,88,90,12.75,330.0,2018-11-15
Hobbs,US,32.7,-103.14,61.97,60.8,63.14,,,21,1,9.17,230.0,2018-11-15
Portales,US,34.19,-103.33,57.51,56.3,59.0,,,30,1,12.75,250.0,2018-11-15
Pacifica,US,37.61,-122.49,51.67,48.02,55.94,,,69,90,4.72,48.0025,2018-11-15
Marshall,US,39.39,-87.69,32.04,30.02,33.08,,,94,90,4.72,312.503,2018-11-15
Houston,US,29.76,-95.37,56.41,55.04,59.0,,,22,1,4.27,177.503,2018-11-15
Berea,US,41.37,-81.85,33.22,31.82,35.06,,,81,90,8.52,129.003,2018-11-15
Syracuse,US,43.05,-76.15,26.91,24.98,28.4,,,71,90,11.41,80.0,2018-11-15
Puerto Palomas,US,31.78,-107.63,53.96,53.96,53.96,,,21,1,6.93,70.0,2018-11-15
Fernandina Beach,US,30.67,-81.46,55.71,51.8,59.0,,,78,90,17.22,290.0,2018-11-15
Safford,US,32.83,-109.71,55.04,55.04,55.04,,,23,1,9.17,150.0,2018-11-15
Lancaster,US,40.04,-76.31,28.17,26.06,30.2,,,100,90,8.05,60.0,2018-11-15
Uvalde,US,29.21,-99.79,58.14,57.92,58.46,,,29,1,9.17,190.0,2018-11-15
Gatesville,US,31.44,-97.74,58.77,57.02,61.16,,,63,1,4.72,223.503,2018-11-15
Price,US,39.6,-110.81,42.08,42.08,42.08,,,32,1,4.7,150.0,2018-11-15
Hollins,US,37.35,-79.95,33.96,33.08,35.96,,,96,90,8.05,80.0,2018-11-15
Los Altos Hills,US,37.38,-122.14,52.29,48.02,55.94,,,48,1,4.38,37.5025,2018-11-15
Midland,US,32.0,-102.08,61.0,60.08,62.06,,,32,20,5.82,210.0,2018-11-15
Baraboo,US,43.47,-89.74,36.97,35.6,39.2,,,48,1,9.17,170.0,2018-11-15
Crestview,US,30.76,-86.57,42.57,37.94,44.96,,,67,75,12.75,350.0,2018-11-15
Jonesboro,US,35.84,-90.7,38.53,35.6,41.0,,,78,20,13.87,260.0,2018-11-15
Indianola,US,40.24,-100.42,60.71,60.44,60.98,,,24,1,17.22,360.0,2018-11-15
Ojinaga,US,29.56,-104.41,53.62,53.62,53.62,1036.14,915.93,26,12,3.83,286.003,2018-11-15
Arcata,US,40.87,-124.08,51.46,51.08,51.8,,,73,1,3.36,240.0,2018-11-15
Lompoc,US,34.64,-120.46,45.21,42.08,49.28,,,56,1,1.45,278.004,2018-11-16
Sitka,US,37.17,-99.65,35.24,35.24,35.24,1036.5,960.0,68,0,5.37,120.004,2018-11-16
Eureka,US,40.8,-124.16,40.03,37.94,42.8,,,75,1,9.17,140.0,2018-11-16
Weston,US,41.2,-73.38,35.62,32.0,41.0,,,88,90,21.92,340.0,2018-11-16
Fresno,US,36.74,-119.78,40.12,35.96,42.8,,,75,90,0.78,216.504,2018-11-16
Hilo,US,19.71,-155.08,57.0,48.38,68.0,,,75,1,5.82,230.0,2018-11-16
Bethel,US,60.79,-161.76,28.04,28.04,28.04,,,95,90,9.17,360.0,2018-11-16
Kahului,US,20.89,-156.47,71.33,69.98,73.04,,,93,90,10.29,50.0,2018-11-16
Pacific Grove,US,36.62,-121.92,43.84,39.2,46.94,,,51,1,5.14,100.504,2018-11-16
Kodiak,US,39.95,-94.76,28.04,28.04,28.04,,,100,1,3.58,267.504,2018-11-16
Juneau,US,58.3,-134.42,33.26,30.02,35.06,,,100,90,2.68,36.5039,2018-11-16
Lebanon,US,43.64,-72.25,26.42,21.02,30.92,,,84,90,6.93,340.0,2018-11-16
Rexburg,US,43.82,-111.79,26.44,19.94,33.08,,,74,75,4.92,186.504,2018-11-16
Kapaa,US,22.08,-159.32,73.94,73.94,73.94,,,81,90,10.29,90.0,2018-11-16
Nanakuli,US,21.39,-158.15,74.32,69.8,77.0,,,94,75,3.36,300.0,2018-11-16
Ruidoso,US,33.33,-105.67,31.95,28.94,35.6,,,29,1,2.13,221.504,2018-11-16
Wilmington,US,39.75,-75.55,35.4,33.08,37.04,,,100,90,11.41,280.0,2018-11-16
Shasta Lake,US,40.68,-122.36,33.01,28.4,37.04,,,68,1,2.46,2.50391,2018-11-16
Harvard,US,40.62,-98.1,27.45,24.98,28.94,,,88,1,3.36,260.0,2018-11-16
Gainesville,US,29.65,-82.33,38.53,37.4,39.02,,,93,90,9.17,330.0,2018-11-16
Orange Cove,US,36.62,-119.31,39.65,35.96,42.8,,,75,90,2.24,331.004,2018-11-16
North Bend,US,43.41,-124.22,41.0,41.0,41.0,,,100,1,4.7,150.0,2018-11-16
Hailey,US,43.52,-114.32,26.6,26.6,26.6,,,73,40,6.93,320.0,2018-11-16
Half Moon Bay,US,37.46,-122.43,40.78,35.96,48.02,,,100,90,3.36,40.0,2018-11-16
Fairbanks,US,64.84,-147.72,-7.1,-8.51,-5.63,,,83,1,4.36,63.5039,2018-11-16
Portales,US,34.19,-103.33,28.74,26.96,30.2,,,68,1,4.7,360.0,2018-11-16
Kirksville,US,40.19,-92.58,33.89,33.8,33.98,,,77,75,10.29,290.0,2018-11-16
Centralia,US,39.21,-92.14,32.85,28.94,35.24,,,85,1,4.7,270.0,2018-11-16
Ridgecrest,US,35.62,-117.67,37.04,37.04,37.04,,,25,1,1.57,108.004,2018-11-16
Ketchikan,US,55.34,-131.65,40.24,37.94,42.98,,,82,90,3.36,290.0,2018-11-16
Oak Harbor,US,41.51,-83.15,31.95,31.1,32.54,,,81,90,6.93,230.0,2018-11-16
Honolulu,US,21.3,-157.86,74.25,69.8,77.0,,,94,75,3.36,300.0,2018-11-16
Casper,US,42.87,-106.31,37.94,37.94,37.94,,,42,1,20.8,220.0,2018-11-16
Oakdale,US,44.96,-92.97,29.23,28.04,30.2,,,86,90,11.41,320.0,2018-11-16
West Wendover,US,40.74,-114.07,21.02,21.02,21.02,,,67,1,2.57,316.504,2018-11-16
San Angelo,US,31.46,-100.44,33.98,33.98,33.98,,,75,1,8.05,200.0,2018-11-16
Show Low,US,34.25,-110.03,21.69,21.02,23.0,,,62,1,2.46,134.504,2018-11-16
